stem_id,corpus,has_reference,audio_source
Ai9l_8xy_pc,globalmood,False,https://www.youtube.com/watch?v=Ai9l_8xy_pc
AkYhR1lc8QM,globalmood,False,https://www.youtube.com/watch?v=AkYhR1lc8QM
BXbKa0EqW8E,globalmood,False,https://www.youtube.com/watch?v=BXbKa0EqW8E
BZs2ixvEyKM,globalmood,False,https://www.youtube.com/watch?v=BZs2ixvEyKM
C0vS_SbaaFI,globalmood,False,https://www.youtube.com/watch?v=C0vS_SbaaFI
CDetbKTJ1dY,globalmood,False,https://www.youtube.com/watch?v=CDetbKTJ1dY
CpJMjyTMg1Q,globalmood,False,https://www.youtube.com/watch?v=CpJMjyTMg1Q
Cwkej79U3ek,globalmood,False,https://www.youtube.com/watch?v=Cwkej79U3ek
CzYrMns8QAg,globalmood,False,https://www.youtube.com/watch?v=CzYrMns8QAg
D3sueyrnhNw,globalmood,False,https://www.youtube.com/watch?v=D3sueyrnhNw
DGZLtb-MWp4,globalmood,False,https://www.youtube.com/watch?v=DGZLtb-MWp4
DO5TjDsrRpM,globalmood,False,https://www.youtube.com/watch?v=DO5TjDsrRpM
DgT4CPv_CCE,globalmood,False,https://www.youtube.com/watch?v=DgT4CPv_CCE
E2fPGGZgp-M,globalmood,False,https://www.youtube.com/watch?v=E2fPGGZgp-M
E3bbJ3GMi48,globalmood,False,https://www.youtube.com/watch?v=E3bbJ3GMi48
E6uudzXoTJo,globalmood,False,https://www.youtube.com/watch?v=E6uudzXoTJo
Fwc3x6UOTUw,globalmood,False,https://www.youtube.com/watch?v=Fwc3x6UOTUw
G4WTl1KqSVw,globalmood,False,https://www.youtube.com/watch?v=G4WTl1KqSVw
G7lUD3Bz-wY,globalmood,False,https://www.youtube.com/watch?v=G7lUD3Bz-wY
GC5E8ie2pdM,globalmood,False,https://www.youtube.com/watch?v=GC5E8ie2pdM
Gp_CtNDepiI,globalmood,False,https://www.youtube.com/watch?v=Gp_CtNDepiI
HyIEZPubbEk,globalmood,False,https://www.youtube.com/watch?v=HyIEZPubbEk
HzKQfrNseoI,globalmood,False,https://www.youtube.com/watch?v=HzKQfrNseoI
K7Ayxc_RaU4,globalmood,False,https://www.youtube.com/watch?v=K7Ayxc_RaU4
K7LnjbxJB9E,globalmood,False,https://www.youtube.com/watch?v=K7LnjbxJB9E
KCHoaz1DG_4,globalmood,False,https://www.youtube.com/watch?v=KCHoaz1DG_4
KOC46hclHDA,globalmood,False,https://www.youtube.com/watch?v=KOC46hclHDA
L4BVG7rL88I,globalmood,False,https://www.youtube.com/watch?v=L4BVG7rL88I
LmQMjWVzJMs,globalmood,False,https://www.youtube.com/watch?v=LmQMjWVzJMs
M04cGx5wulA,globalmood,False,https://www.youtube.com/watch?v=M04cGx5wulA
MHiQDvejiZE,globalmood,False,https://www.youtube.com/watch?v=MHiQDvejiZE
N8TkD2R-hPY,globalmood,False,https://www.youtube.com/watch?v=N8TkD2R-hPY
NwiINF6FU2I,globalmood,False,https://www.youtube.com/watch?v=NwiINF6FU2I
O0Bb7vvDyuM,globalmood,False,https://www.youtube.com/watch?v=O0Bb7vvDyuM
O76LY5X46rg,globalmood,False,https://www.youtube.com/watch?v=O76LY5X46rg
ONTJkxINr1U,globalmood,False,https://www.youtube.com/watch?v=ONTJkxINr1U
ORDVCeBjJdM,globalmood,False,https://www.youtube.com/watch?v=ORDVCeBjJdM
OSkUD7S_WSs,globalmood,False,https://www.youtube.com/watch?v=OSkUD7S_WSs
Odh8Oe5sZa0,globalmood,False,https://www.youtube.com/watch?v=Odh8Oe5sZa0
PIFXJ4XQX4E,globalmood,False,https://www.youtube.com/watch?v=PIFXJ4XQX4E
PRP1fU8obtA,globalmood,False,https://www.youtube.com/watch?v=PRP1fU8obtA
PuHJRHiXNMQ,globalmood,False,https://www.youtube.com/watch?v=PuHJRHiXNMQ
PzcCTtPanYQ,globalmood,False,https://www.youtube.com/watch?v=PzcCTtPanYQ
QYRQKFHbi3k,globalmood,False,https://www.youtube.com/watch?v=QYRQKFHbi3k
RHTvwPwBpF0,globalmood,False,https://www.youtube.com/watch?v=RHTvwPwBpF0
S6LOS5R8LQU,globalmood,False,https://www.youtube.com/watch?v=S6LOS5R8LQU
SAheAwnUbcE,globalmood,False,https://www.youtube.com/watch?v=SAheAwnUbcE
Sko7dU0qJN0,globalmood,False,https://www.youtube.com/watch?v=Sko7dU0qJN0
T9EKqFrer9U,globalmood,False,https://www.youtube.com/watch?v=T9EKqFrer9U
TTrdYIdxmy0,globalmood,False,https://www.youtube.com/watch?v=TTrdYIdxmy0
Tsdy0lD1SSs,globalmood,False,https://www.youtube.com/watch?v=Tsdy0lD1SSs
TyFYPz2V2ZY,globalmood,False,https://www.youtube.com/watch?v=TyFYPz2V2ZY
UpLwQAN25so,globalmood,False,https://www.youtube.com/watch?v=UpLwQAN25so
UsjvI9tG9u8,globalmood,False,https://www.youtube.com/watch?v=UsjvI9tG9u8
UxD-yc9RWPA,globalmood,False,https://www.youtube.com/watch?v=UxD-yc9RWPA
V9Sd5QiDkkw,globalmood,False,https://www.youtube.com/watch?v=V9Sd5QiDkkw
VG-b7wi8nBM,globalmood,False,https://www.youtube.com/watch?v=VG-b7wi8nBM
VRPsiH-UpDc,globalmood,False,https://www.youtube.com/watch?v=VRPsiH-UpDc
W0M-eje90TU,globalmood,False,https://www.youtube.com/watch?v=W0M-eje90TU
W2trq2APLIw,globalmood,False,https://www.youtube.com/watch?v=W2trq2APLIw
W93p02aU4YU,globalmood,False,https://www.youtube.com/watch?v=W93p02aU4YU
WCdht_9tf1M,globalmood,False,https://www.youtube.com/watch?v=WCdht_9tf1M
WMeW6IJJGLo,globalmood,False,https://www.youtube.com/watch?v=WMeW6IJJGLo
WXgaSUb0X-o,globalmood,False,https://www.youtube.com/watch?v=WXgaSUb0X-o
WuiBdljkU2E,globalmood,False,https://www.youtube.com/watch?v=WuiBdljkU2E
XLFAH6gkfb4,globalmood,False,https://www.youtube.com/watch?v=XLFAH6gkfb4
YO-JGE1c8hE,globalmood,False,https://www.youtube.com/watch?v=YO-JGE1c8hE
YbdoCyC9r4E,globalmood,False,https://www.youtube.com/watch?v=YbdoCyC9r4E
YmpqEe8jKlU,globalmood,False,https://www.youtube.com/watch?v=YmpqEe8jKlU
YoD4qPd6ntA,globalmood,False,https://www.youtube.com/watch?v=YoD4qPd6ntA
Yxj0QTk4gko,globalmood,False,https://www.youtube.com/watch?v=Yxj0QTk4gko
ZLgU_h1V6DA,globalmood,False,https://www.youtube.com/watch?v=ZLgU_h1V6DA
ZYE7UJSA7k0,globalmood,False,https://www.youtube.com/watch?v=ZYE7UJSA7k0
Z_czLm560A4,globalmood,False,https://www.youtube.com/watch?v=Z_czLm560A4
Zd_VDxlEZP8,globalmood,False,https://www.youtube.com/watch?v=Zd_VDxlEZP8
Zk8KnhrJpp8,globalmood,False,https://www.youtube.com/watch?v=Zk8KnhrJpp8
ZllgNaVpYz8,globalmood,False,https://www.youtube.com/watch?v=ZllgNaVpYz8
_BcRXT8DUu0,globalmood,False,https://www.youtube.com/watch?v=_BcRXT8DUu0
_rOVBXw47mk,globalmood,False,https://www.youtube.com/watch?v=_rOVBXw47mk
a6U0NuNx6Rs,globalmood,False,https://www.youtube.com/watch?v=a6U0NuNx6Rs
aezgXC00hQw,globalmood,False,https://www.youtube.com/watch?v=aezgXC00hQw
bSmvp0w2zYY,globalmood,False,https://www.youtube.com/watch?v=bSmvp0w2zYY
bTSTMIoNf9k,globalmood,False,https://www.youtube.com/watch?v=bTSTMIoNf9k
bY2yvESoWAs,globalmood,False,https://www.youtube.com/watch?v=bY2yvESoWAs
bhJjNBcHdNs,globalmood,False,https://www.youtube.com/watch?v=bhJjNBcHdNs
bjW1WfRAk18,globalmood,False,https://www.youtube.com/watch?v=bjW1WfRAk18
cCnf1w1DzlA,globalmood,False,https://www.youtube.com/watch?v=cCnf1w1DzlA
cetR8PMSK0c,globalmood,False,https://www.youtube.com/watch?v=cetR8PMSK0c
cnkWWKwo4Ww,globalmood,False,https://www.youtube.com/watch?v=cnkWWKwo4Ww
cugnPFhB2L8,globalmood,False,https://www.youtube.com/watch?v=cugnPFhB2L8
dlXZYP7bDCY,globalmood,False,https://www.youtube.com/watch?v=dlXZYP7bDCY
eDDXIycpNNU,globalmood,False,https://www.youtube.com/watch?v=eDDXIycpNNU
eQbTz-OUyfA,globalmood,False,https://www.youtube.com/watch?v=eQbTz-OUyfA
ebHTsxs9j4A,globalmood,False,https://www.youtube.com/watch?v=ebHTsxs9j4A
ebgt9w3tLcQ,globalmood,False,https://www.youtube.com/watch?v=ebgt9w3tLcQ
f8edbq7JoqQ,globalmood,False,https://www.youtube.com/watch?v=f8edbq7JoqQ
f9a5K5vowLo,globalmood,False,https://www.youtube.com/watch?v=f9a5K5vowLo
faAObMnqMKY,globalmood,False,https://www.youtube.com/watch?v=faAObMnqMKY
fkbhJS6HXLo,globalmood,False,https://www.youtube.com/watch?v=fkbhJS6HXLo
fmZ_nkEkZ_c,globalmood,False,https://www.youtube.com/watch?v=fmZ_nkEkZ_c
g6mNueuu8c8,globalmood,False,https://www.youtube.com/watch?v=g6mNueuu8c8
gRacamF19ZM,globalmood,False,https://www.youtube.com/watch?v=gRacamF19ZM
ggikYXT_Z9g,globalmood,False,https://www.youtube.com/watch?v=ggikYXT_Z9g
ggzR6BQXAk0,globalmood,False,https://www.youtube.com/watch?v=ggzR6BQXAk0
gktSILI4uGw,globalmood,False,https://www.youtube.com/watch?v=gktSILI4uGw
glaZwDDrTSo,globalmood,False,https://www.youtube.com/watch?v=glaZwDDrTSo
grjlXtjRC-U,globalmood,False,https://www.youtube.com/watch?v=grjlXtjRC-U
h7cOOfpdEfk,globalmood,False,https://www.youtube.com/watch?v=h7cOOfpdEfk
hC0AvnigvJc,globalmood,False,https://www.youtube.com/watch?v=hC0AvnigvJc
hV3i-2bykvo,globalmood,False,https://www.youtube.com/watch?v=hV3i-2bykvo
hV_oeKf3dLU,globalmood,False,https://www.youtube.com/watch?v=hV_oeKf3dLU
hXYT32hIbX4,globalmood,False,https://www.youtube.com/watch?v=hXYT32hIbX4
hnAeK7UyQp0,globalmood,False,https://www.youtube.com/watch?v=hnAeK7UyQp0
i5ubDN3SySI,globalmood,False,https://www.youtube.com/watch?v=i5ubDN3SySI
j3Itb7Or3aA,globalmood,False,https://www.youtube.com/watch?v=j3Itb7Or3aA
jGGQyqohOaw,globalmood,False,https://www.youtube.com/watch?v=jGGQyqohOaw
jR_j-LPLBvU,globalmood,False,https://www.youtube.com/watch?v=jR_j-LPLBvU
kAV_6EHIuXU,globalmood,False,https://www.youtube.com/watch?v=kAV_6EHIuXU
kORjDONhB3E,globalmood,False,https://www.youtube.com/watch?v=kORjDONhB3E
k_M2pPYYYH0,globalmood,False,https://www.youtube.com/watch?v=k_M2pPYYYH0
lNR4TrmRIcY,globalmood,False,https://www.youtube.com/watch?v=lNR4TrmRIcY
lUnynBPGc-Q,globalmood,False,https://www.youtube.com/watch?v=lUnynBPGc-Q
lakJiuCazfk,globalmood,False,https://www.youtube.com/watch?v=lakJiuCazfk
le6FHCO1sd8,globalmood,False,https://www.youtube.com/watch?v=le6FHCO1sd8
lsFMXK1YPG8,globalmood,False,https://www.youtube.com/watch?v=lsFMXK1YPG8
mEfvYXGi9Qw,globalmood,False,https://www.youtube.com/watch?v=mEfvYXGi9Qw
mMPxaBYL3hY,globalmood,False,https://www.youtube.com/watch?v=mMPxaBYL3hY
mUSsyCtoC60,globalmood,False,https://www.youtube.com/watch?v=mUSsyCtoC60
n0x7jpD7upQ,globalmood,False,https://www.youtube.com/watch?v=n0x7jpD7upQ
oCOWsvnWJuA,globalmood,False,https://www.youtube.com/watch?v=oCOWsvnWJuA
ojRj2JK5oCI,globalmood,False,https://www.youtube.com/watch?v=ojRj2JK5oCI
p5wp3UBBt10,globalmood,False,https://www.youtube.com/watch?v=p5wp3UBBt10
p9OZAZrw-9o,globalmood,False,https://www.youtube.com/watch?v=p9OZAZrw-9o
pOEzjT-SED0,globalmood,False,https://www.youtube.com/watch?v=pOEzjT-SED0
pPAAFMtDUzo,globalmood,False,https://www.youtube.com/watch?v=pPAAFMtDUzo
pTK9FnAzgwI,globalmood,False,https://www.youtube.com/watch?v=pTK9FnAzgwI
q1tC8PSDJe4,globalmood,False,https://www.youtube.com/watch?v=q1tC8PSDJe4
qhg8a5LUk-Y,globalmood,False,https://www.youtube.com/watch?v=qhg8a5LUk-Y
qtDcpyukzIw,globalmood,False,https://www.youtube.com/watch?v=qtDcpyukzIw
rPOn6B6zcGU,globalmood,False,https://www.youtube.com/watch?v=rPOn6B6zcGU
rgQacXMj7EQ,globalmood,False,https://www.youtube.com/watch?v=rgQacXMj7EQ
s7VmlXsURZQ,globalmood,False,https://www.youtube.com/watch?v=s7VmlXsURZQ
sS8jpNdABgw,globalmood,False,https://www.youtube.com/watch?v=sS8jpNdABgw
tBCoITfR6GQ,globalmood,False,https://www.youtube.com/watch?v=tBCoITfR6GQ
tIqmSwfnRSw,globalmood,False,https://www.youtube.com/watch?v=tIqmSwfnRSw
tQbIvj7jM9A,globalmood,False,https://www.youtube.com/watch?v=tQbIvj7jM9A
tuhxZytmhss,globalmood,False,https://www.youtube.com/watch?v=tuhxZytmhss
uRleWlf-trQ,globalmood,False,https://www.youtube.com/watch?v=uRleWlf-trQ
uZUSXcdYGS4,globalmood,False,https://www.youtube.com/watch?v=uZUSXcdYGS4
vF1zk38YxKQ,globalmood,False,https://www.youtube.com/watch?v=vF1zk38YxKQ
wR9XzsRdg1M,globalmood,False,https://www.youtube.com/watch?v=wR9XzsRdg1M
wbfPOw65xXw,globalmood,False,https://www.youtube.com/watch?v=wbfPOw65xXw
whnKlYxrops,globalmood,False,https://www.youtube.com/watch?v=whnKlYxrops
wlTbG2KT7Qs,globalmood,False,https://www.youtube.com/watch?v=wlTbG2KT7Qs
x0tJ_ICD47Y,globalmood,False,https://www.youtube.com/watch?v=x0tJ_ICD47Y
x4XOZ4LotYc,globalmood,False,https://www.youtube.com/watch?v=x4XOZ4LotYc
x_rLT6Y93rk,globalmood,False,https://www.youtube.com/watch?v=x_rLT6Y93rk
xiWtqVtd1Oo,globalmood,False,https://www.youtube.com/watch?v=xiWtqVtd1Oo
xz1bDy8Kt38,globalmood,False,https://www.youtube.com/watch?v=xz1bDy8Kt38
yZfHX-TsaC4,globalmood,False,https://www.youtube.com/watch?v=yZfHX-TsaC4
