stimulus_id,peak_index,peak_time_s,window_t0,window_t1,kw_ms,kde_dt,peak_prominence,peak_distance_s,peak_width_s,cleaning
-4sq1sUI7-I,34,25.595,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-4sq1sUI7-I,35,25.990000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-4sq1sUI7-I,36,26.395,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-4sq1sUI7-I,37,26.795,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-4sq1sUI7-I,38,27.605,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-4sq1sUI7-I,39,28.02,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-4sq1sUI7-I,40,28.41,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-4sq1sUI7-I,41,29.21,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-4sq1sUI7-I,42,29.62,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,0,1.21,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,1,1.615,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,2,2.365,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,3,3.225,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,4,4.1450000000000005,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,5,4.955,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,6,5.75,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,7,6.58,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,8,7.34,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,9,8.215,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,10,9.065,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,11,9.935,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,12,10.75,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,13,11.6,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,14,12.4,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,15,13.22,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,16,14.040000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,17,14.85,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,18,15.71,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,19,16.52,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,20,17.375,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,21,18.195,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,22,19.03,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,23,19.91,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,24,20.765,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,25,21.605,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,26,22.445,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,27,23.285,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,28,24.11,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,29,24.925,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,30,25.75,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,31,26.580000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,32,27.41,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,33,28.275000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,34,29.195,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-E5lmFh_0x0,35,29.900000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,0,0.745,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,1,1.325,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,2,1.905,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,3,2.5100000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,4,3.105,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,5,3.705,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,6,4.3,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,7,4.9,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,8,5.5,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,9,6.105,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,10,6.69,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,11,7.3,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,12,7.9,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,13,8.495000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,14,9.1,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,15,9.700000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,16,10.3,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,17,10.895,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,18,11.49,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,19,12.095,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,20,12.695,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,21,13.3,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,22,13.895,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,23,14.5,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,24,15.095,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,25,15.700000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,26,16.285,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,27,16.89,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,28,17.490000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,29,18.09,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,30,18.685,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,31,19.29,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,32,19.89,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,33,20.485,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,34,21.09,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,35,21.69,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,36,22.29,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,37,22.89,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,38,23.485,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,39,24.09,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,40,24.685000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,41,25.305,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,42,25.89,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,43,26.490000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,44,27.085,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,45,27.7,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,46,28.285,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,47,28.89,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-Gvgb3K5iOE,48,29.490000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,0,1.6400000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,1,2.465,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,2,2.81,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,3,3.145,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,4,3.485,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,5,3.835,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,6,4.1850000000000005,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,7,4.525,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,8,4.87,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,9,5.22,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,10,5.5600000000000005,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,11,5.9,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,12,6.2250000000000005,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,13,6.58,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,14,6.925,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,15,7.275,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,16,7.58,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,17,7.915,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,18,8.24,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,19,8.595,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,20,8.935,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,21,9.290000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,22,9.620000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,23,9.975,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,24,10.305,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,25,10.96,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,26,11.325000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,27,11.66,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,28,12.0,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,29,12.325000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,30,12.675,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,31,13.005,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,32,13.355,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,33,13.685,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,34,14.035,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,35,14.365,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,36,14.725,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,37,15.045,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,38,15.41,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,39,15.725,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,40,16.080000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,41,16.4,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,42,16.755,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,43,17.080000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,44,17.445,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,45,17.77,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,46,18.13,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,47,18.455000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,48,18.81,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,49,19.14,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,50,19.485,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,51,19.81,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,52,20.16,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,53,20.485,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,54,20.845,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,55,21.17,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,56,21.515,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,57,21.835,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,58,22.205000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,59,22.54,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,60,22.885,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,61,23.225,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,62,23.585,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,63,23.905,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,64,24.26,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,65,24.595,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,66,24.935000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,67,25.265,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,68,25.615000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,69,25.955000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,70,26.3,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,71,26.64,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,72,26.97,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,73,27.315,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,74,27.655,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,75,27.995,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,76,28.345,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,77,28.695,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,78,29.04,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,79,29.365000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
-rT_0DJQygY,80,29.71,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0FfElnIC8mM,0,1.23,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0FfElnIC8mM,1,1.925,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0FfElnIC8mM,2,2.65,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0FfElnIC8mM,3,3.38,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0FfElnIC8mM,4,4.13,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0FfElnIC8mM,5,4.855,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0FfElnIC8mM,6,5.6000000000000005,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0FfElnIC8mM,7,6.34,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0FfElnIC8mM,8,7.1000000000000005,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0FfElnIC8mM,9,7.845,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0FfElnIC8mM,10,8.58,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0FfElnIC8mM,11,9.32,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0FfElnIC8mM,12,10.055,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
