wav,beat_time_s,window_start,window_end,algorithm
0004_abc.wav,11.15,0.0,30.0,madmom
0004_abc.wav,11.47,0.0,30.0,madmom
0004_abc.wav,11.81,0.0,30.0,madmom
0004_abc.wav,12.15,0.0,30.0,madmom
0004_abc.wav,12.46,0.0,30.0,madmom
0004_abc.wav,12.8,0.0,30.0,madmom
0004_abc.wav,13.13,0.0,30.0,madmom
0004_abc.wav,13.46,0.0,30.0,madmom
0004_abc.wav,13.78,0.0,30.0,madmom
0004_abc.wav,14.13,0.0,30.0,madmom
0004_abc.wav,14.46,0.0,30.0,madmom
0004_abc.wav,14.78,0.0,30.0,madmom
0004_abc.wav,15.12,0.0,30.0,madmom
0004_abc.wav,15.44,0.0,30.0,madmom
0004_abc.wav,15.77,0.0,30.0,madmom
0004_abc.wav,16.1,0.0,30.0,madmom
0004_abc.wav,16.42,0.0,30.0,madmom
0004_abc.wav,16.73,0.0,30.0,madmom
0004_abc.wav,17.05,0.0,30.0,madmom
0004_abc.wav,17.37,0.0,30.0,madmom
0004_abc.wav,17.69,0.0,30.0,madmom
0004_abc.wav,18.01,0.0,30.0,madmom
0004_abc.wav,18.33,0.0,30.0,madmom
0004_abc.wav,18.66,0.0,30.0,madmom
0004_abc.wav,18.98,0.0,30.0,madmom
0004_abc.wav,19.29,0.0,30.0,madmom
0004_abc.wav,19.61,0.0,30.0,madmom
0004_abc.wav,19.93,0.0,30.0,madmom
0004_abc.wav,20.26,0.0,30.0,madmom
0004_abc.wav,20.58,0.0,30.0,madmom
0004_abc.wav,20.9,0.0,30.0,madmom
0004_abc.wav,21.22,0.0,30.0,madmom
0004_abc.wav,21.54,0.0,30.0,madmom
0004_abc.wav,21.86,0.0,30.0,madmom
0004_abc.wav,22.17,0.0,30.0,madmom
0004_abc.wav,22.49,0.0,30.0,madmom
0004_abc.wav,22.82,0.0,30.0,madmom
0004_abc.wav,23.14,0.0,30.0,madmom
0004_abc.wav,23.46,0.0,30.0,madmom
0004_abc.wav,23.78,0.0,30.0,madmom
0004_abc.wav,24.1,0.0,30.0,madmom
0004_abc.wav,24.42,0.0,30.0,madmom
0004_abc.wav,24.73,0.0,30.0,madmom
0004_abc.wav,25.04,0.0,30.0,madmom
0004_abc.wav,25.36,0.0,30.0,madmom
0004_abc.wav,25.68,0.0,30.0,madmom
0004_abc.wav,26.0,0.0,30.0,madmom
0004_abc.wav,26.32,0.0,30.0,madmom
0004_abc.wav,26.65,0.0,30.0,madmom
0004_abc.wav,26.97,0.0,30.0,madmom
0004_abc.wav,27.28,0.0,30.0,madmom
0004_abc.wav,27.6,0.0,30.0,madmom
0004_abc.wav,27.92,0.0,30.0,madmom
0004_abc.wav,28.24,0.0,30.0,madmom
0004_abc.wav,28.56,0.0,30.0,madmom
0004_abc.wav,28.87,0.0,30.0,madmom
0004_abc.wav,29.19,0.0,30.0,madmom
0004_abc.wav,29.5,0.0,30.0,madmom
0004_abc.wav,29.81,0.0,30.0,madmom
0005_again.wav,0.03,0.0,30.0,madmom
0005_again.wav,0.39,0.0,30.0,madmom
0005_again.wav,0.78,0.0,30.0,madmom
0005_again.wav,1.16,0.0,30.0,madmom
0005_again.wav,1.54,0.0,30.0,madmom
0005_again.wav,1.92,0.0,30.0,madmom
0005_again.wav,2.3,0.0,30.0,madmom
0005_again.wav,2.69,0.0,30.0,madmom
0005_again.wav,3.08,0.0,30.0,madmom
0005_again.wav,3.47,0.0,30.0,madmom
0005_again.wav,3.84,0.0,30.0,madmom
0005_again.wav,4.23,0.0,30.0,madmom
0005_again.wav,4.61,0.0,30.0,madmom
0005_again.wav,4.99,0.0,30.0,madmom
0005_again.wav,5.39,0.0,30.0,madmom
0005_again.wav,5.77,0.0,30.0,madmom
0005_again.wav,6.15,0.0,30.0,madmom
0005_again.wav,6.53,0.0,30.0,madmom
0005_again.wav,6.92,0.0,30.0,madmom
0005_again.wav,7.31,0.0,30.0,madmom
0005_again.wav,7.7,0.0,30.0,madmom
0005_again.wav,8.08,0.0,30.0,madmom
0005_again.wav,8.47,0.0,30.0,madmom
0005_again.wav,8.85,0.0,30.0,madmom
0005_again.wav,9.24,0.0,30.0,madmom
0005_again.wav,9.62,0.0,30.0,madmom
0005_again.wav,10.01,0.0,30.0,madmom
0005_again.wav,10.39,0.0,30.0,madmom
0005_again.wav,10.78,0.0,30.0,madmom
0005_again.wav,11.16,0.0,30.0,madmom
0005_again.wav,11.54,0.0,30.0,madmom
0005_again.wav,11.93,0.0,30.0,madmom
0005_again.wav,12.32,0.0,30.0,madmom
0005_again.wav,12.7,0.0,30.0,madmom
0005_again.wav,13.08,0.0,30.0,madmom
0005_again.wav,13.47,0.0,30.0,madmom
0005_again.wav,13.85,0.0,30.0,madmom
0005_again.wav,14.24,0.0,30.0,madmom
0005_again.wav,14.62,0.0,30.0,madmom
0005_again.wav,15.01,0.0,30.0,madmom
0005_again.wav,15.39,0.0,30.0,madmom
0005_again.wav,15.78,0.0,30.0,madmom
0005_again.wav,16.16,0.0,30.0,madmom
0005_again.wav,16.55,0.0,30.0,madmom
0005_again.wav,16.94,0.0,30.0,madmom
0005_again.wav,17.32,0.0,30.0,madmom
0005_again.wav,17.7,0.0,30.0,madmom
0005_again.wav,18.09,0.0,30.0,madmom
0005_again.wav,18.48,0.0,30.0,madmom
0005_again.wav,18.86,0.0,30.0,madmom
0005_again.wav,19.25,0.0,30.0,madmom
0005_again.wav,19.62,0.0,30.0,madmom
0005_again.wav,20.0,0.0,30.0,madmom
0005_again.wav,20.4,0.0,30.0,madmom
0005_again.wav,20.78,0.0,30.0,madmom
0005_again.wav,21.16,0.0,30.0,madmom
0005_again.wav,21.55,0.0,30.0,madmom
0005_again.wav,21.93,0.0,30.0,madmom
0005_again.wav,22.31,0.0,30.0,madmom
0005_again.wav,22.7,0.0,30.0,madmom
0005_again.wav,23.08,0.0,30.0,madmom
0005_again.wav,23.46,0.0,30.0,madmom
0005_again.wav,23.85,0.0,30.0,madmom
0005_again.wav,24.24,0.0,30.0,madmom
0005_again.wav,24.62,0.0,30.0,madmom
0005_again.wav,25.02,0.0,30.0,madmom
0005_again.wav,25.4,0.0,30.0,madmom
0005_again.wav,25.78,0.0,30.0,madmom
0005_again.wav,26.16,0.0,30.0,madmom
0005_again.wav,26.55,0.0,30.0,madmom
0005_again.wav,26.93,0.0,30.0,madmom
0005_again.wav,27.31,0.0,30.0,madmom
0005_again.wav,27.7,0.0,30.0,madmom
0005_again.wav,28.08,0.0,30.0,madmom
0005_again.wav,28.47,0.0,30.0,madmom
0005_again.wav,28.86,0.0,30.0,madmom
0005_again.wav,29.24,0.0,30.0,madmom
0005_again.wav,29.63,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,0.41,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,1.13,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,1.85,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,2.58,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,3.28,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,4.01,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,4.73,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,5.45,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,6.18,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,6.9,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,7.62,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,8.34,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,9.07,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,9.79,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,10.51,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,11.24,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,11.96,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,12.68,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,13.41,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,14.13,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,14.85,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,15.57,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,16.3,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,17.02,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,17.74,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,18.47,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,19.19,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,19.91,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,20.64,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,21.36,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,22.08,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,22.81,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,23.53,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,24.25,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,24.98,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,25.7,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,26.42,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,27.14,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,27.87,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,28.59,0.0,30.0,madmom
001_youtube_fV4DiAyExN0.wav,29.32,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,0.0,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,0.45,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,0.88,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,1.33,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,1.78,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,2.23,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,2.68,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,3.12,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,3.55,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,4.01,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,4.45,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,4.91,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,5.36,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,5.8,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,6.25,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,6.7,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,7.15,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,7.58,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,8.04,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,8.49,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,8.94,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,9.37,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,9.82,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,10.27,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,10.73,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,11.17,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,11.64,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,12.08,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,12.54,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,12.97,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,13.44,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,13.87,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,14.3,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,14.74,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,15.2,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,15.66,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,16.11,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,16.56,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,17.01,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,17.45,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,17.9,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,18.35,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,18.79,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,19.25,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,19.7,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,20.15,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,20.59,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,21.04,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,21.49,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,21.92,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,22.38,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,22.83,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,23.28,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,23.72,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,24.16,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,24.63,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,25.08,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,25.53,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,25.97,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,26.43,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,26.88,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,27.3,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,27.74,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,28.19,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,28.66,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,29.09,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,29.53,0.0,30.0,madmom
002_youtube_CvMfvuJsYmE.wav,29.97,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,0.37,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,0.76,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,1.16,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,1.57,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,1.97,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,2.37,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,2.77,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,3.17,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,3.56,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,3.95,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,4.35,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,4.75,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,5.15,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,5.56,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,5.96,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,6.36,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,6.76,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,7.16,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,7.55,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,7.96,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,8.36,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,8.75,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,9.16,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,9.56,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,9.96,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,10.35,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,10.75,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,11.15,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,11.55,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,11.95,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,12.35,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,12.75,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,13.16,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,13.56,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,13.96,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,14.36,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,14.76,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,15.16,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,15.56,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,15.95,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,16.35,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,16.76,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,17.16,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,17.56,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,17.96,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,18.36,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,18.76,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,19.17,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,19.57,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,19.97,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,20.36,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,20.76,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,21.16,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,21.56,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,21.96,0.0,30.0,madmom
003_youtube_tXjqKzX28LI.wav,22.36,0.0,30.0,madmom
