stimulus_id,peak_index,peak_time_s,window_t0,window_t1,kw_ms,kde_dt,peak_prominence,peak_distance_s,peak_width_s,cleaning
0003_6foot7foot,1,2.42,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,2,3.065,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,3,3.94,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,4,6.18,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,5,8.935,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,6,9.285,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,7,9.655,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,8,10.005,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,9,10.38,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,10,10.73,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,11,11.1,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,12,11.450000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,13,11.81,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,14,12.165000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,15,12.515,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,16,12.870000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,17,13.235,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,18,13.595,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,19,13.975,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,20,14.32,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,21,14.69,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,22,15.06,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,23,15.415000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,24,15.765,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,25,16.13,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,26,16.48,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,27,16.84,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,28,17.185,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,29,17.565,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,30,17.925,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,31,18.28,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,32,18.635,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,33,19.0,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,34,19.35,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,35,19.715,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,36,20.065,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,37,20.425,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,38,20.795,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,39,21.145,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,40,21.490000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,41,21.855,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,42,22.2,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,43,22.565,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,44,22.915,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,45,23.26,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,46,23.615000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,47,23.985,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,48,24.34,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,49,24.695,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,50,25.05,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,51,25.415,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,52,25.755,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,53,26.13,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,54,26.490000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,55,26.855,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,56,27.2,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,57,27.565,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,58,27.945,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,59,28.275000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,60,28.635,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,61,28.990000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,62,29.345,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0003_6foot7foot,63,29.72,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,0,1.25,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,1,2.87,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,2,3.68,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,3,5.59,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,4,6.37,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,5,6.9750000000000005,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,6,8.120000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,7,9.47,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,8,12.455,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,9,13.43,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,10,13.77,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,11,14.34,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,12,14.77,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,13,15.08,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,14,15.755,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,15,16.085,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,16,16.4,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,17,16.755,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,18,17.05,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,19,17.695,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,20,18.325,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,21,18.955000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,22,19.275000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,23,19.605,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,24,20.23,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,25,20.865000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,26,21.51,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,27,22.13,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,28,22.435,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,29,22.79,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,30,23.44,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,31,24.055,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,32,24.72,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,33,25.32,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,34,25.94,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,35,26.61,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,36,27.26,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,37,27.885,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,38,28.51,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,39,29.16,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0004_abc,40,29.765,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,0,0.765,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,1,1.1400000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,2,1.5150000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,3,2.0100000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,4,2.545,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,5,3.075,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,6,3.415,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,7,3.8200000000000003,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,8,4.195,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,9,4.58,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,10,4.965,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,11,5.37,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,12,5.745,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,13,6.125,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,14,6.51,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,15,6.86,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,16,7.2700000000000005,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,17,7.825,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,18,8.42,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,19,8.865,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,20,9.200000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,21,9.59,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,22,10.36,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,23,10.745000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,24,11.135,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,25,11.505,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,26,11.905,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,27,12.425,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,28,13.025,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,29,13.465,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,30,13.8,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,31,14.205,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,32,14.99,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,33,15.345,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,34,15.755,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,35,16.075,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,36,16.490000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,37,17.26,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,38,17.66,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,39,18.43,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,40,18.825,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,41,19.635,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,42,20.02,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,43,20.37,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,44,21.125,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,45,21.895,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,46,22.27,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,47,22.66,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,48,23.02,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,49,23.44,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,50,23.830000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,51,24.2,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,52,24.59,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,53,24.975,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,54,25.765,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,55,26.16,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,56,26.545,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,57,26.92,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,58,27.285,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,59,27.66,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,60,28.07,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,61,28.43,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,62,28.82,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,63,29.205000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,64,29.585,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
0005_again,65,29.93,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,0,0.17500000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,1,0.6950000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,2,2.24,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,3,2.615,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,4,2.935,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,5,3.31,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,6,4.015,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,7,4.365,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,8,4.72,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,9,5.075,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,10,5.455,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,11,5.795,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,12,6.165,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,13,6.535,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,14,6.890000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,15,7.26,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,16,7.595,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,17,7.97,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,18,8.325,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,19,8.695,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,20,9.040000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,21,9.42,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,22,9.76,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,23,10.155,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,24,10.475,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,25,10.875,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,26,11.21,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,27,11.6,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,28,11.945,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,29,12.325000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,30,12.665000000000001,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,31,13.035,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,32,13.39,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,33,13.755,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,34,14.09,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,35,14.485,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,36,14.835,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,37,15.205,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,38,15.565,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,39,15.945,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,40,16.285,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,41,16.65,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,42,17.01,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,43,17.365000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,44,17.725,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,45,18.065,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,46,18.46,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,47,18.805,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,48,19.18,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,49,19.545,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,50,19.89,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,51,20.245,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,52,20.615000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,53,20.97,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,54,21.330000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,55,22.035,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,56,22.785,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,57,23.150000000000002,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
001_youtube_fV4DiAyExN0,58,23.52,0.0,30.0,80.0,0.005,0.1,0.15,0.0,mad_only
